Column2;Column5;Column6
Bia³czyk;52.65691;14.93935
Bia³czyn;54.31838;20.05315
Bia³e;54.05874;22.80343
Bia³e B³ota;53.53781;18.56312
Bia³e B³oto;53.86341;17.90049
Bia³e B³oto Kobyle;52.6996;21.60521
Bia³e Jeziorki;54.26307;22.5457
Bia³e Kwaczo³y;52.75494;22.37065
Bia³e Misztale;52.77058;22.34851
Bia³e Pi¹tkowo;52.18952;17.45219
Bia³e Szczepanowice;52.76455;22.36499
Bia³e Zieje;52.7659;22.35769
Bia³eb³oto-Stara Wieœ;52.70401;21.61672
Bia³ek;52.14537;21.27887
Bia³erogi;54.16714;22.96296
Bia³êcino;54.25533;16.65428
Bia³êgi;52.86291;14.52959
Bia³ê¿yce;52.30853;17.53272
Bia³ê¿yn;52.62754;16.98143
Bia³ê¿ynek;52.61667;16.98333
Bia³ka;51.8112;22.66488
Bia³ka Tatrzañska;49.38975;20.10507
Bia³ki;52.96787;23.46114
Bia³ki Dolne;51.6;22.06667
Bia³ki Górne;51.6;22.08333
Bia³kow Koœcielny;52.16385;18.5791
Bia³kowice;51.75;19.75
Bia³kowka;49.74064;21.63316
Bia³kowo;53.11112;19.09129
Bia³ków;52.16698;14.80099
Bia³ków Górny;52.1574;18.56003
Bia³la;52.79598;23.23735
Bia³obiel;53.11573;21.56178
Bia³ob³ota;54.28732;23.0397
Bia³ob³oty;52.04779;17.9485
Bia³oboki;50.02781;22.3843
Bia³oborze;50.44809;20.96877
Bia³obrzeg;54.13333;17.06667
Bia³obrzeg Bli¿szy;53.10617;21.48205
Bia³obrzeg Dalszy;53.11181;21.45
Bia³obrzegi;53.80193;22.96763
Bia³obrzezie;50.80018;16.89903
Bia³ochowo;53.54299;18.86088
Bia³ocin;52.28077;19.98475
Bia³ogard;54.00696;15.98751
Bia³ogarda;54.65255;17.65339
Bia³ogon;50.8535;20.5574
Bia³ogóra;54.81603;17.95823
Bia³ogórce;53.21526;23.81315
Bia³ogórne;51.87233;20.56024
Bia³ogóry;54.06377;23.29795
Bia³ogórze;51.15329;15.13135
Bia³ogórzyno;54.07747;16.0902
Bia³ogr¹dy;53.50241;22.61105
Bia³ojany;53.75109;22.22181
Bia³okoszyce;52.5744;16.23679
Bia³okury;54.01523;15.51638
Bia³o³eka;52.32127;20.97204
Bia³o³êka;52.33195;21.00404
Bia³o³êka Dworska;52.34202;20.98672
Bia³opole;50.98604;23.73124
Bia³orzeczka;54.04337;23.31245
Bia³oskóry;50.91221;23.91096
Bia³ostoczek;53.14715;23.15669
Bia³osuknia;53.47838;22.85188
Bia³oœliwie;53.10461;17.12533
Bia³otarsk;52.4411;19.31354
Bia³ousy;53.41399;23.22181
Bia³ow¹s;53.81889;16.28088
Bia³owice;51.76983;15.17181
Bia³owierœnie;54.05353;23.31016
Bia³owie¿a;52.73467;21.05215
Bia³owie¿yn;52.81789;19.16372
Bia³owoda;51.05915;22.04781
Bia³owody;50.87755;23.5983
Bia³owola;50.65461;23.26177
Bia³ozewin;52.83114;17.78971
Bia³uñ;53.45482;15.14989
Bia³usny Lasek;53.35705;21.30503
Bia³uty;53.21354;20.3968
Bia³y Bór;50.17991;21.52639
Bia³y Dunajec;49.3738;20.00898
Bia³y Dwór;53.4;18.75
Bia³y Ka³;51.55455;17.05544
Bia³y Kamieñ;50.78333;16.25
Bia³y Koœcio³;50.73102;17.03636
Bia³y Koœció³;50.16854;19.82723
Bia³y £ug;51.41105;21.64124
Bia³y Szarlej;50.35;18.96667
Bia³y Zdroj;53.26644;15.95884
Bia³ybór;53.4181;18.71953
Bia³ymin;52.17309;20.24763
Bia³ynin;51.80761;20.01365
Bia³ynin Nowy;52.16983;20.23905
Bia³ynin od Kochanowa;51.8;20
Bia³ynin-Podbór;51.80091;20.02998
Bia³ystoczek;53.40492;23.07881
Bia³ystok;53.13333;23.16433
Bia³yszewo;52.78039;19.73897
Bia³yszewo Towarzystwo;52.77324;19.73251
Biardy;52.02451;22.31255
Bibiampol;52.28544;20.23534
Bibianki;51.64995;17.94823
Bibianna;52.00429;18.30962
Bibice;50.12586;19.95358
Bibiela;50.50425;19.01252
Bichniów;50.7478;19.86957
Bicz;52.11562;18.26971
Biczyce;49.63333;20.65
Biczyce Dolne;49.62503;20.64027
Biczynce Górne;49.63623;20.61868
Bidaczów Nowy;50.48203;22.61025
Bidazców Stary;50.4853;22.59053
Bidziny;50.83801;21.63067
Biebrowo;54.77802;17.80867
Biebrówek;53.68379;14.91179
Biechowo;53.45306;18.34315
Biechów;50.92743;21.28734
Biechówko;53.46741;18.33879
Biecz;49.73596;21.26301
Bieczyno;54.1035;15.35403
Bieczyny;52.18914;16.75174
Biedaczów;50.3;22.06667
Biedaszki;54.07115;21.32481
Biedaszkowo;53.10621;17.9811
Biedkowo;54.32263;19.74501
Biedrusko;52.54217;16.9443
Biedrzyce Kozieg³owy;52.96803;21.28861
Biedrzyce Stara Wieœ;52.95629;21.26737
Biedrzychowa;51.47876;16.10016
Biedrzychowice;51.0425;15.37872
Biedrzychowice Dolne;51.7409;15.13415
Biedrzychowice Górne;50.9;14.88
Biedrzychów;50.89838;21.79447
Biedrzykowice;50.40644;20.31667
BiedŸiadów;52.08762;17.52677
Biegane;50.53333;16.5
Bieganin;51.76094;17.75718
Bieganinek;51.76667;17.75
Bieganowo;52.65419;18.55153
Bieganów;52.04542;20.4877
Biegodzin;53.3325;17.33858
Biegonice;49.59007;20.67197
Biegonity;54.07124;20.81514
Biejkowska Wola;51.69026;20.98603
Biejków;51.69472;21.00354
Biel;52.77565;21.96254
Biela;52.45799;18.22534
Bielakowo;54.13959;21.50498
Bielanka;49.59463;21.11818
Bielanki;51.85371;19.76511
Bielany;52.34174;22.24929
Bielany Borysy;52.34693;22.25133
Bielany Jaros³awy;52.33681;22.25495
Bielany W¹sy;52.34924;22.24869
Bielany Wroc³awskie;51.0361;16.9677
Bielawa;52.10888;21.13152
Bielawa Dolna;51.29805;15.0423
Bielawa Górna;51.20276;15.19125
Bielawin;51.14848;23.48155
Bielawka;51.26667;18.23333
Bielawki;53.91233;18.65144
Bielawska Wieœ;52.08689;19.65274
Bielawy;53.24147;20.52787
Bielawy Go³uskie;52.93895;19.96407
Bielcza;50.0242;20.73171
Bielczyny;53.21216;18.56809
Biele;52.98239;23.14705
Bielecha;51.06667;22.88333
Bieleckie M³yny;50.75666;20.62723
Bielejewo;52.63705;16.36077
Bielewice;52.18989;15.74222
Bielewicze;53.07238;23.71105
Bielewo;51.95138;16.93714
Bielica;54.09561;19.79653
Bielice;53.68716;21.9343
Bielicha;51.41533;21.08744
Bieliczna;49.45;21.1
Bieliki;51.18224;19.28875
Bielikowo;53.98797;15.3069
Bielin;52.85;20.61667
Bielina;50.85789;20.02926
Bielinek;52.94279;14.1549
Bieliniec;50.47647;22.27876
Bielino;52.76418;21.35808
Bieliny;50.84947;20.94149
Bieliny Poduchowne;50.85082;20.94921
Bieliszów;51.53414;16.48125
Bielizny;50.17162;21.20667
Bielki;53.1367;19.601
Bielkowo;54.3135;16.30542
Bielkówko;54.26262;18.50801
Bielnik;54.2;19.36667
Bielnik Drugi;54.18901;19.32529
Bielnik I;54.18836;19.36907
Bielowa;50.76277;21.04515
Bielowice;51.39042;20.36144
Bielowicko;49.81757;18.85735
Bielowizna;50.37583;19.26601
Bielowy;49.94209;21.32924
Bielsk;53.13521;18.90507
Bielsk Podlaski;52.76512;23.18647
Bielskie;53.88965;21.96388
Bielskie Województwo;49.66667;19.25
Bielsko;51.19448;21.96
Bielsko County;49.76175;19.1066
Bielsko-Biala;49.82245;19.04686
Bielsko-Bia³a;49.81204;19.03899
Bielszowice;50.26442;18.82143
Bienduszka;53.21701;21.68289
Bieniasze;53.52806;23.50971
Bieniaszowice;50.21964;20.76124
Bieniaszówka;50.33253;23.41676
Bieni¹dzice;51.25;18.6
Bienice;53.61247;15.29832
Bieniczki;53.64035;15.27756
Bienie;53.83787;22.26269
Bieniec;51.11883;18.65255
Bieniedzice;51.41172;20.92496
Bieniewice;52.18268;20.56306
Bieniewo;54.08829;20.29353
Bieniowce;53.63758;23.47213
Bieniowice;51.259;16.25785
Bieniów;51.7192;15.17818
Bieniów Górny;51.71667;15.2
Bienkówka;49.88333;19.61667
Bieñ;51.05313;20.56757
Bieñczyce;50.08809;20.02786
Bieñki;53.05;20.11667
Bieñki Bucice;52.81667;20.66667
Bieñki Karkuty;52.8093;20.67528
Bieñki Skrzekoty;52.80053;20.67547
Bieñkowice;50.09966;20.49697
Bieñkowo;54.36206;20.16626
Bieñków;51.55759;16.14919
Bieñkówka;53.30672;18.33764
Bierawa;50.28111;18.24177
Bierdzany;50.81852;18.15808
Bierdzie¿;51.45602;21.72657
Bierkowice;50.6796;17.85124
Bierkowo;54.47687;16.93213
Bierlska Wola;51.28016;19.83345
Bierna;49.72792;19.17046
Biernacice;51.96581;18.87576
Biernatki;53.87123;22.84711
Biernatowo;52.95546;16.29586
Biernatów;51.4878;15.65483
Biernaty;53.03874;21.20173
Biernaty Stare;52.23032;22.6799
Biernaty Œrednie;52.22265;22.67527
Biernik;51.9586;20.33501
Bierniki;53.58481;23.5492
Biernów;53.84177;16.05117
Bierówka;49.77173;21.57389
Biertowice;49.87207;19.7929
Biertu³towy;50.05063;18.46455
Bieruñ;50.09;19.09291
Bieruñ Nowy;50.07304;19.1819
Bieruñsko;49.98333;18.96667
Bierutowice;50.77978;15.72573
Bierutów;51.12443;17.54607
Bierwce;51.56789;21.15263
Bierwiecka Wola;51.55263;21.16997
Biery;49.79326;18.90636
Bierza³owce;54.07101;23.41585
Bierzewice;52.44733;19.48225
Bierzglin;52.31838;17.63552
Bierzglinek;52.30617;17.57504
Bierzg³owo;53.13128;18.44206
Bierzów;51.401;17.84761
Bierzwienna;52.28333;18.88333
Bierzwienna D³uga;52.28344;18.85735
Bierzwienna D³uga-Kolonia;52.28234;18.88275
Bierzwienna Krótka;52.28647;18.83945
Bierzwnica;53.72145;15.9148
Bierzwnik;53.03567;15.665
Bierzyn;50.81444;17.02084
Bier¿ynie;54.15;23.35
Biesak;50.85612;20.58769
Biesal;53.72126;20.19236
Biesiadka;50.26667;21.56667
Biesiadki;51.27513;23.1536
Biesiec;51.39046;18.71536
Biesiekierz;54.13308;16.03909
Biesiekierz Górzewo;51.96667;19.51667
Biesiekierz Nawojowy;51.96045;19.50216
Biesiekierz Rudny;51.95164;19.47988
Biesna;49.7287;21.00414
Biesowice;54.19378;16.87586
Biesowo;53.93343;20.88458
Biesówko;53.9474;20.86716
Biestrzykowice;50.99011;17.76346
Biestrzyków Ma³y;51.05654;19.70282
Biestrzyków Wielki;51.08333;19.68333
Biestrzynnik;50.73835;18.21368
Bieszki;54.68333;18.28333
Bieszkowice;54.51391;18.29447
Bieszków;51.2;20.96667
Bieszków Dolny;51.19978;20.97479
Bieszków Górny;51.21011;20.98646
Bieszkówko;54.47876;18.29124
Bieœlin;52.5215;17.8437
Bieœnik;49.82836;20.81072
Bietowo;53.87086;18.38056
Biezany;52.93425;20.1669
Biezdrowo;52.70333;16.31619
BieŸdziadka;49.80327;21.47961
BieŸdziedza;49.81667;21.5
Bie¿anów;50.01667;20.05
Bie¿anów-Prokocim;50.01467;20.02263
Bie¿eñ;50.80915;18.88726
Bie¿uñ;52.96107;19.88976
Bie¿yce;51.94141;14.77661
Bie¿yn;51.98067;16.93857
Bie¿ywody;51.58333;19.71338
Biêcino;54.52188;17.21812
Bigosy;51.51251;18.28756
Bihale;50.07144;23.0262
Bijasowice;50.07092;19.16504
Bikówek;51.88277;20.8217
Bilcza;50.78752;20.61153
Bilcza Bieleckie M³yny;50.75;20.63333
Bilcza Cio³ków;50.76667;20.63333
Bilcza Piaseczna Górki;50.76819;20.62086
Bilcza Podgórze;50.78781;20.5942
Bilcza Zastawie;50.76886;20.64724
Bilczew;52.28427;18.42431
Bilczów;50.39303;20.74099
Bilczyce;49.93045;20.18592
Bilew;51.57031;19.04284
Bilno;52.44837;19.19106
Bilska Wola-Kolonia;51.27993;19.85211
Bilsko;49.74567;20.6452
Bilwinowo;54.1645;23.01724
Bilwiny;53.43342;23.66938
Bi³goraj;50.54114;22.72204
Binarowa;49.75621;21.22816
Binczarowa;49.56667;20.46665
Binduga;53.30202;21.14119
Bindu¿ka;52.7923;21.33177
Bindziuha;52.93313;23.64397
Bingerstwo;53.88333;17.7
Bini¹tki;50.44526;20.65794
Biniew;51.7358;17.79494
Binino;52.64066;16.38152
Binkowice;50.82692;21.69285
Binkowo;52.05934;17.09611
Binków;51.3665;19.37448
Binowo;53.30646;14.64839
Biñcze;53.64982;17.14551
Biodry;53.33651;22.42567
Biórków Wielki;50.16977;20.17526
Bircza;49.69173;22.47854
Biskiupice;50.82426;21.31657
Biskupia Wola;51.56667;19.68333
Biskupice;52.16267;20.69893
Biskupice D³lu¿yñskie;51.99751;16.432
Biskupice Jeziorne;52.6082;17.48771
Biskupice Krzemionka;50.7069;19.30308
Biskupice Lubelskie;51.15208;22.9452
Biskupice Melsztyñskie;49.86006;20.71352
Biskupice Nowe;51.74899;21.0836
Biskupice Okrêcie;50.7098;19.2732
Biskupice O³awskie;50.99917;17.51513
Biskupice O³oboczne;51.67654;17.9456
Biskupice Rad³owskie;50.12069;20.85943
Biskupice Stare;51.74974;21.06026
Biskupice Zabaryczne;51.55882;17.99214
Biskupiczki;53.58333;19.19741
Biskupie;51.24738;22.66035
Biskupiec;53.86467;20.95692
Biskupin;52.78781;17.73039
Biskupin - Sêpolno - D¹bie - Bartoszowice;51.10423;17.09708
Biskupin-Sêpolno-D¹bie-Bartoszowice;51.10833;17.09134
Biskupnica;53.65868;17.21746
Biskupów;50.37393;17.30158
Bistuszowa;49.88343;21.10053
Biszcza;50.40146;22.65063
Biszewo;52.55342;22.80728
Bisztynek;54.08633;20.90192
Bitkowice;52.44499;20.24378
Bitkowo;54.22801;22.50721
Bity Kamieñ;53.5524;23.32399
Biurków Ma³y;50.15767;20.17878
Bizorenda;50.74906;20.34801
Blachownia;50.78015;18.96389
Blachownia Œl¹ska;50.35654;18.27951
Bladowo;53.5965;17.81656
Blanki;54.02381;20.62959
Blanowice;50.51066;19.45728
Blazejowice Dolne;50.37713;17.82257
Blechnarka;49.41808;21.1998
Bledzew;52.51711;15.41382
Bledzewo;52.82596;19.61852
Bledzianów;51.47419;17.85086
Blichowo;52.56037;20.00219
Blinek;52.21493;16.24243
Blinno;52.90559;19.4755
Blinów;50.86657;22.3861
Blinów Drugi;50.88062;22.38387
Bliskowice;50.9594;21.83962
Bliszczyce;50.08072;17.75665
Blizanów;51.90372;18.01003
Blizawy;53.66427;18.53548
Blizianka;49.86554;21.94124
Blizin;51.31667;19.54014
Bliziny;54.17924;18.36172
Blizna;53.9031;23.01253
Blizne;49.75332;21.97351
Blizne Jasiñskiego;52.24415;20.87608
Blizne £aszczyñskiego;52.24007;20.88565
Blizno;53.38046;19.07845
Blizocin;51.58984;22.21042
Blizów;50.60144;23.11897
BliŸniew;51.62461;18.52919
Bli¿ewo;54.28938;19.87221
Bli¿yce;52.6369;17.24417
Bli¿yn;51.10778;20.75935
Blochy;52.73696;21.60324
Blok Dobryszyce;51.11295;19.45018
Blomino Gule;52.65352;20.19614
Blomino Je¿e;52.64559;20.19467
Bludyny;54.13333;20.2
Bludzie Ma³e;54.31001;22.57982
Bludzie Wielkie;54.30651;22.5769
Blunaki;53.88779;19.28424
Bluszczów;49.99317;18.33549
B³adnice;49.7786;18.77941
B³adnice Dolne;49.77639;18.78834
B³adnice Górne;49.75931;18.78885
B³aki;52.43314;16.00334
B³askowizna;54.24778;22.80418
B³aszki;51.65163;18.43472
B³aszkowa;49.85127;21.36858
B³aszków;51.14124;20.60963
B³awatków;50.85974;20.36702
B³awaty;52.64419;18.15506
B³aziny;51.13677;21.23791
B³aziny Górne;51.13084;21.2582
B³a¿ejewice;51.86518;20.50774
B³a¿ejewko;52.19989;17.1106
B³a¿ejewo;52.21391;17.10219
B³a¿ejki;51.96191;22.02859
B³a¿ejowice;50.49454;18.58835
B³a¿ejów;50.66665;16.05051
B³a¿ek;50.84455;22.43453
B³a¿kowa;50.73015;15.98442
B³a¿ków;51.86861;22.01396
B³a¿owa;49.88521;22.10037
B³a¿owa Dolna;49.90705;22.09115
B³a¿owa Górna;49.87561;22.06904
B³¹dkowo;53.60098;15.24339
B³¹dzikowo;54.69824;18.4306
B³¹dzim;53.4786;18.13259
B³¹dzin;53.48796;18.13947
B³¹dzonka;49.75016;19.58013
B³¹ka³y;54.30618;22.636
B³enna;52.38075;18.88278
B³eszno;51.59328;20.86405
B³eszyn;51.51813;19.48667
B³êda;54.25421;22.7202
B³êdnica;52.72672;22.00682
B³êdostowo;52.5785;20.94733
B³êdowa Tyczyñska;49.96375;22.17407
B³êdowa Zg³obieñska;50.03939;21.83859
B³êdowo;54.31667;21.6
B³êdowska Wola;53.25442;21.20526
B³êdów;51.77767;20.69798
B³êdów Nowy;51.76474;20.6841
B³êdówko;52.51504;20.66024
B³êdziszki;54.31432;22.63201
B³êkwit;53.34778;17.02222
B³ociszewo;52.08631;16.8967
B³ocko;52.08342;16.2324
B³ogie;51.38615;19.96045
B³ogie Nowe;51.37339;19.94671
B³ogie Rz¹dowe;51.39167;19.95323
B³ogie Stare;51.38322;19.94625
B³ogie Szlacheckie;51.38827;19.9712
B³ogocice;50.24133;20.23235
B³ogoszcz;52.19325;22.36652
B³ogoszewo;54.15797;21.19889
B³ogoszów;50.76291;20.0946
B³ojce;50.77876;22.26105
B³onawy;52.34742;18.45092
B³onia;54.35;18.7
B³onia Wilanowskie;52.15791;21.078
B³onice;52.10457;18.07172
B³onie;52.59871;21.55181
B³onie Du¿e;52.35844;22.2856
B³onie Ma³e;52.35514;22.31595
B³onka;50.66667;23.3
B³oñsko;52.18657;16.13449
B³ota;52.15277;21.18233
B³otki;52.50843;21.87664
B³otków Du¿y;52.06331;23.59947
B³otnia;54.17524;18.4001
B³otnica;51.11608;20.50998
B³otnica Strzelecka;50.48941;18.41034
B³otnik;54.3;18.91667
B³otno;53.75308;15.01711
B³otnowola;50.31664;20.93668
B³otny M³yn;53.73287;15.01968
B³oto;51.03525;20.81429
B³udowo;54.23401;19.68991
B³ugowiec;53.25022;17.11155
B³ugowo;53.2531;17.11962
Bnin;52.22924;17.09115
Bobiecko;52.02643;19.97278
Bobiêcino;54.01924;16.83243
Bobin;52.96138;21.63203
Bobin Grzybki;53.04589;21.04231
Bobin Wielkie;53.0403;21.06532
Boble;50.10054;23.18574
Bobliwo;50.90631;23.04684
Bobolice;53.95508;16.58893
Bobolin;54.39465;16.35006
Boboluszki;50.02484;17.79528
Boboszów;50.10624;16.69849
Bobowa;49.70866;20.94767
Bobowicko;52.44094;15.64499
Bobowiska;51.41219;22.26191
Bobowo;53.88378;18.55681
Bobrek;51.60867;21.04882
Bobrek Dolny;50.05;19.26667
Bobrek Górny;50.06667;19.26667
Bobrowa;53.1106;22.37865
Bobrowce;51.86854;20.60837
Bobrowe;50.98083;22.995
Bobrowice;54.34075;16.63073
Bobrowiczki;54.33795;16.65339
Bobrowiec;52.06484;20.96329
Bobrowisko;54.16577;23.09739
Bobrownik;54.11638;20.48743
Bobrowniki;53.3799;23.59374
Bobrowniki Drugie;51.43333;18.13333
Bobrowniki Ma³e;50.05907;20.88673
Bobrowniki Pole;52.8;18.96607
Bobrowniki Wielkie;50.06576;20.91586
Bobrowo;54.27182;21.36157
Bobrowska Wola;50.97186;19.88404
Bobrów;50.8762;15.84574
Bobrówka;53.46501;23.01627
Bobrówko;52.95298;15.45227
Bobry;53.7334;22.34948
Bobryk;51.47974;22.96491
Bobrza;50.96749;20.52042
Bobrza-Baraki;50.98333;20.53333
Bobrzany;51.58006;15.45815
Bobulczyn;52.66933;16.39562
Boby;52.77867;21.12557
Boby Ksiê¿e;51.04029;22.03677
Boby Stary;51.05;22.03333
Boby-Kolonia;51.02542;22.06608
Bochanowa;54.24276;22.7956
Bocheniec;50.79754;20.31186
Bocheñ;52.10593;19.82312
Bochlewo;52.32096;18.10143
Bochlewo Drugie;52.31667;18.11667
Bochlewo Pierwsze;52.33333;18.11667
Bochlin Miejski;53.66667;18.71667
Bochnia;49.96905;20.43028
Bochniak;50.11667;16.65
Bochotnica;51.33904;21.99247
Bochowo;54.36303;17.72363
Bochówko;54.36972;17.70139
Bocianek;50.88431;20.64765
Bocianicha;51.50658;19.25631
Bocianowo;53.95565;21.0216
Bociany;52.29389;19.39688
Bociniec;52.48524;17.32333
Boczki;52.17277;20.00216
Boczki Zarzeczne;52.02107;19.66252
Boczki-Œwidrowo;53.59668;22.37891
Boczkowice;50.76409;20.04284
Boczków;51.73098;17.99047
Boczów;49.85138;20.28368
Boæki;52.65155;23.04485
Boæków;50.88333;22.63333
Boæwinka;54.21769;22.15411
Bodaczki;52.68561;22.97449
Bodaczów;50.71623;23.04084
Bodaki;52.68534;22.99799
Boduszewo;52.57509;17.0514
Boduszów;50.71829;21.35504
Bodzanowice;50.91256;18.62749
Bodzanowo;52.69387;18.63553
Bodzanów;52.49992;20.02945
Bodzechów;50.90715;21.43715
Bodzentyn;50.94115;20.95719
Bodzew;51.79382;20.81385
Bodzewko;51.84044;17.05547
Bodzewo;51.84706;17.07445
Bodzêcin;53.63635;14.92762
Bodzia;52.7052;18.88721
Bodziejowice;50.61287;19.61712
Bodzów;51.70294;15.85705
Bodzyniewo;52.0321;17.00211
Boernerowo;52.26322;20.90424
Bogacica;50.96954;18.13391
Bogacka Szklarnia;50.96109;18.09827
Bogacko;54.03195;21.63364
Bogaczewo;53.96592;21.74479
Bogaczów;51.85101;15.25991
Bogate;52.95688;20.98437
Bogatka;54.32253;18.77546
Bogatki;52.01112;20.96295
Bogatynia;50.90747;14.95634
Bogatyñskie;54.08934;20.07001
Bogda³ów;52.06201;18.60344
Bogdaniec;52.68897;15.07127
Bogdanka;51.32603;23.0195
Bogdanki;52.94424;23.15415
Bogdanowice;50.16458;17.83381
Bogdanowo;52.62275;16.79672
Bogdanów;51.78816;18.25935
Bogdanówka;49.74534;19.79771
Bogdany;53.78317;20.63738
Bogdany-Chmielewo;53.25;20.85
Bogdany-Wielkie;53.24837;20.84724
Bogdañczew;52.03887;19.30382
Bogdaszowice;51.08643;16.78325
Bögendorf;50.82;16.42
Boginia;51.84342;19.62676
Boglewice;51.80968;20.99361
Boglewska Wola;51.82211;20.98045
Boglów;50.2;16.7
Bogo³mia;52.38202;19.02193
Bogoniowice;49.80103;20.96704
Bogoria;50.53034;21.56101
Bogoria Dolna;52.1396;19.76784
Bogoria Górna;52.13507;19.74535
Bogoryja;50.61143;21.66514
Boguchwa³a;49.98473;21.94528
Boguchwa³owice;50.45493;19.18459
Boguchwa³ów;50.14369;17.91046
Boguchwa³y;53.91766;20.07187
Bogucice;50.48624;20.59336
Bogucice Drugie;50.49492;20.60246
Bogucin;52.88521;20.74243
Bogucin Du¿y;50.32092;19.57489
Bogucin Ma³y;50.30968;19.57732
Bogucino;54.12121;15.62376
Bogufa³ów;51.58964;17.93225
Bogumil;51.53333;15.05
Bogumi³owice;50.00724;20.8669
Bogumi³ów;51.57366;15.00938
Bogumi³y;53.5514;21.89365
Bogunice;50.1383;18.36863
Boguniewko;52.69553;16.97914
Boguniewo;52.696;16.97457
Bogunów;50.94339;17.0204
Bogurzyn;53.04668;20.27338
Bogurzynek;53.03688;20.26085
Bogus³aw;50.97396;22.93084
Bogus³awice;51.34572;21.29457
Bogus³awice A;52.38333;18.66667
Bogus³awice Góraj;52.38333;18.66667
Bogus³awiec;54.0888;15.46738
Bogus³awki Du¿e;51.74354;20.29296
Bogus³awki Ma³e;51.73052;20.2858
Bogus³awów;50.98069;19.71007
Bogus³awy;51.32934;20.07183
Bogusza;49.56687;20.88876
Bogusze;53.68847;22.45108
Bogusze Litewka;52.57583;22.68436
Bogusze Stare;52.574;22.67226
Boguszewiec;52.97991;19.72132
Boguszewo;53.33588;22.78695
Boguszki;53.38473;22.68526
Boguszków;51.7991;21.26144
Boguszowice;50.06342;18.60106
Boguszów-Gorce;50.75514;16.20494
Boguszówka;51.44588;21.82812
Boguszyce;53.11997;22.01005
Boguszyn;52.45;20.3
Boguszynek;52.07403;17.30414
Boguszyniec;52.23349;18.71314
Boguszyny;53.08462;15.35131
Boguty-Pianki;52.7168;22.41546
Boguty-¯urawie;52.71556;22.40317
Bohatery Leœne;53.79657;23.53383
Bohdan;53.21399;23.0589
Bohoniki;53.39188;23.59288
Bohuka³y;52.15498;23.44809
Bohutycze;50.79478;23.72443
Bohutyn;51.54964;23.07163
Boiska;51.1722;21.76819
Boiska Stare;50.99183;21.96424
Bojad³a;51.95321;15.81036
Bojanice;52.60847;17.51925
Bojano;54.47123;18.38408
Bojanowo;52.92101;20.07099
Bojanowo Stare;51.99302;16.58369
Bojanów;50.42531;21.95111
Bojanów za Rzek¹;50.41667;21.91667
Bojanówka;51.78568;22.76364
Bojany;52.67798;21.77899
Bojañczyce;49.82117;20.20991
Bojary;53.01578;22.96948
Bojewo;52.59089;21.96326
Bojków;50.25383;18.69364
Bojmie;52.20108;21.95274
Bojszowy;50.0578;19.10145
Bojszowy Dolne;50.05525;19.10938
Bojszowy Górne;50.06192;19.083
Bojszowy Nowe;50.05284;19.05012
Bojszów;50.33615;18.48084
Bokinia;50.92544;23.65717
Bokinka Królewska;51.90353;23.36608
Bokinka Pañska;51.82961;23.34517
Bokiny;53.04183;22.91707
Boków;51.23753;20.59182
Boksyce;50.94982;21.33048
Boksze Nowe;54.19269;23.16309
Boksze Stare;54.18565;23.17719
Bolcie;54.35556;22.8186
Bolechowice;50.80789;20.50632
Bolechowo;52.53433;16.97806
Bolechów;50.89513;17.22862
Bolejny;53.47957;20.41106
Bolemin;52.63734;15.22634
Bolen;50.1307;19.9838
Boleñ;52.27047;15.75525
Boles³aw;50.27321;20.9008
Boles³awek;51.99643;20.64947
Boles³awice;54.44788;16.95314
Boles³awiec;51.26418;15.5697
Boles³awowo;54.07258;18.48572
Boles³awów;52.44638;19.54245
Bolestraszyce;49.81153;22.8423
Bolesty;54.03319;22.68872
Bolesty Nowe;54.05;22.71667
Bolesty Stare;54.03972;22.70675
Boleszczyn;51.9541;18.67384
Boleszczynek;51.96215;18.6555
Boleszewo;54.37283;16.58379
Boleszkowice;52.72493;14.56901
Boleszyn;50.91667;21.18333
Boleœcice;50.58329;20.11923
Boleœcin;50.81923;16.52914
Bolewice;53.05891;15.3349
Bolewicko;52.38506;16.07439
Bolêcin;51.30765;20.64202
Bolimowska Wieœ;52.09322;20.16953
Bolimów;52.07671;20.16352
Bolity;53.98333;20.05
Bolkowice;50.99382;16.19531
Bolkowo;53.85688;16.07188
Bolków;53.54918;14.36239
Bolków Zdroj;50.93333;16.06667
Bolmin;50.81068;20.34319
Bolmów;51.93126;18.00732
Bolów;50.27662;20.3302
Bolszewo;54.61801;18.17585
Bolumin Nowy;53.16667;18.3
Boluminek;53.1617;18.30486
